period	v1ipm	v1abs
2001	6.5130562353558	4
2002	26.052765572796734	454
2003	14.733220662392505	180
2004	17.60063124700183	243
2005	14.201585507034565	419
2006	18.436617391261187	416
2007	18.229473176751227	449
2008	13.569503650776994	374
2009	11.124510738803092	288
2010	10.586644183771204	252
2011	13.09548132422573	344
2012	10.46472906836337	263
2013	9.272080731742015	210
