period	v1ipm	v1abs
2007	661.6819956328989	10
2008	537.0324859142751	59
2009	676.0335647180173	97
2010	442.53507960659124	89
2011	381.26085412924743	218
2012	452.27116028110396	286
2013	482.15249644936614	368
2014	572.3449989262374	581
2015	627.5922287710107	575
2016	569.5906524425772	436
2017	551.937560294461	468
2018	570.3688232040267	497
2019	592.0768940316415	530
2020	496.86240591818336	459
2021	609.1505150350462	533
2022	682.7316389715093	345
