period	v1ipm	v1abs
2001	570.5084129494803	9951
2002	581.8976650633439	12278
2003	577.0799148854255	11020
2004	526.8287366651361	11795
2005	507.99774119737924	11781
2006	526.5581313601709	11852
2007	595.8793099691833	11104
2008	500.79206908886505	8477
2009	548.8864743201719	9542
2010	567.8712289909982	9788
2011	546.6577232433166	10898
2012	546.940278344498	9403
2013	576.7812217436623	9731
