period	v1ipm	v1abs
1998	0	0
1999	23.25998684149316	14
2000	21.54696430206689	4
2001	44.05771560744575	12
2002	39.5062843210845	7
2003	27.954043552399856	6
2004	25.81617848273156	15
2005	81.77955836400433	372
2006	47.15056398446224	370
2007	59.04507455109767	1081
2008	59.52183482630518	2467
2009	68.14253200403323	4868
2010	66.7337461571849	6125
2011	64.41115814284124	6011
2012	70.13338810925727	4989
2013	85.29470288885852	4401
2014	136.5773172746702	2922
2015		
2016		
2017		
