period	v1ipm	v1abs
2006	0	0
2007	307.18061160719014	29
2008	292.64249767167644	137
2009	797.1421815643525	10697
2010	983.8525296050012	22609
2011	1003.2406969173678	34583
2012	1213.3245768942456	92858
2013	1200.7097926036754	105106
2014	1088.4431546498206	58546
2015	9256.734540424566	517817
2016	35580.9267108207	1048565
2017	23283.17486991786	820330
