period	v1ipm	v1abs
2006	0	0
2007	148.2940883620918	14
2008	106.80383126703522	50
2009	234.58947252169597	3148
2010	276.2393674170705	6348
2011	296.3915854727684	10217
2012	353.10779217719636	27024
2013	348.27735283531143	30487
2014	298.1292390251174	16036
2015	1989.8823173018259	111313
2016	7648.016811208685	225386
2017	5027.738690078529	177141
