period	v1ipm	v1abs
2001	2124.1419656093103	37050
2002	2205.789308305762	46542
2003	2160.6458519212943	41260
2004	1991.8994777718026	44596
2005	1950.8389616545144	45242
2006	1982.7677054060975	44629
2007	2239.8064336719895	41738
2008	1935.7028354094316	32766
2009	2055.0742173089984	35726
2010	2031.874354487407	35022
2011	2087.5121866850673	41616
2012	2079.222289663131	35746
2013	2126.2250525525283	35872
