period	v1ipm	v1abs
2006	0	0
2007		
2008	4.272153250681408	2
2009	6.930375141206393	93
2010	9.704060953687259	223
2011	10.008328960370468	345
2012	9.695307200839244	742
2013	7.402621597313013	648
2014	6.692848967887395	360
2015	371.91973634224655	20805
2016	1138.8923368558699	33563
2017	625.2991181099806	22031
