period	v1ipm	v1abs
2001	59.73970116504457	1042
2002	62.79641686015073	1325
2003	65.09168186956298	1243
2004	60.07500218860603	1345
2005	59.246999100687475	1374
2006	61.13263489297969	1376
2007	67.93796887797063	1266
2008	55.70920386348941	943
2009	63.850763623495176	1110
2010	58.597255954322456	1010
2011	61.19677210101361	1220
2012	59.21357049395925	1018
2013	62.236181567243385	1050
