period	v1ipm	v1abs
2007	132.33639912657975	2
2008	45.51122761985382	5
2009	6.969418192969251	1
2010	14.916912795727796	3
2011	20.986836007114537	12
2012	17.395044626196306	11
2013	22.27334902075876	17
2014	8.865929415380615	9
2015	5.457323728443572	5
2016	13.064005789967366	10
2017	17.690306419694263	15
2018	13.771480640741089	12
2019	16.75689322731061	15
2020	7.577422312477741	7
2021	16.00020114538583	14
2022	23.74718744248728	12
