period	v1ipm	v1abs
2006	0	0
2007	31.777304649019673	3
2008	12.816459752044226	6
2009	57.23148503705925	768
2010	67.44975102338678	1550
2011	81.13998870190204	2797
2012	82.98503508427227	6351
2013	68.82838753674523	6025
2014	57.16808493403816	3075
2015	684.9186627357286	38314
2016	2319.2168324371523	68347
2017	1142.6588532517683	40259
