period	v1ipm	v1abs
2001	3.2565281176779	2
2002	2.4675526864102633	43
2003	1.6370245180436116	20
2004	2.390209181691606	33
2005	2.847095901171607	84
2006	3.146634218220058	71
2007	2.9638118973337186	73
2008	3.1202601977722506	86
2009	2.356233177315933	61
2010	2.562640060357315	61
2011	1.9034129831723445	50
2012	2.7454992612816445	69
2013	2.1634855040731367	49
