period	v1ipm	v1abs
2007	3771.5873751075233	57
2008	2475.8107825200477	272
2009	2927.1556410470853	420
2010	2267.370744950625	456
2011	1923.793300652166	1100
2012	2171.217842887957	1373
2013	2422.5542552578204	1849
2014	2772.0805972090056	2814
2015	2456.887142545296	2251
2016	2424.679474617943	1856
2017	2375.2184752842836	2014
2018	2921.8491426105675	2546
2019	2808.455304897258	2514
2020	2294.876471778973	2120
2021	2914.32235148099	2550
2022	3283.0486639238666	1659
