period	v1ipm	v1abs
2001	975.3301712445311	599
2002	627.9060812721187	10942
2003	618.7952678204852	7560
2004	653.3238429957056	9020
2005	639.478075802437	18867
2006	647.5418670762432	14611
2007	658.0068413710626	16207
2008	633.8844873869649	17471
2009	620.7322485158531	16070
2010	610.7065337281031	14537
2011	645.0285917374441	16944
2012	641.8101896300424	16130
2013	666.9716739699755	15106
