period	v1ipm	v1abs
2001	35.144373142199925	613
2002	37.53566954961462	792
2003	32.3101912417702	617
2004	33.454406423246034	749
2005	34.021748391879484	789
2006	36.60849647660992	824
2007	40.99890064989697	764
2008	34.61886899682374	586
2009	27.266001763546587	474
2010	33.301806849288205	574
2011	33.75854723277226	673
2012	38.79710365370415	667
2013	20.508303640253533	346
