period	v1ipm	v1abs
2001	9.287746246388888	162
2002	9.146949776610633	193
2003	8.483388948406438	162
2004	9.335074689530602	209
2005	9.917619936796301	230
2006	10.662668876682503	240
2007	13.09388973635453	244
2008	9.21594464761861	156
2009	7.765633413668331	135
2010	10.559109488798699	182
2011	9.881773855655476	197
2012	11.109815289141668	191
2013	5.927255387356512	100
